Zofia_direct,Yuri_direct,Other_direct,transcript_Eng,transcript_Chn
./audio_RA2/Zofia/SovietWar/RA2_xs2so05.mp3,,,"Sir, the allied commander has deployed teams of mirage tanks to try to stop us. Be aware of the trees, commander general. They may be the cowardly mirage tanks.",指挥官，盟军指挥官已部署了幻影坦克部队并妄图阻止我们。注意那些树，将军同志。他们有可能是那些懦夫般的幻影坦克。
./audio_RA2/Zofia/SovietWar/RA2_xs2so06.mp3,,,"Comrade general, Einstein's Chronosphere is now functional. He has turned it over to his allied defenders. It now threatens our base.",将军同志，爱因斯坦的超时空转换仪现在已经开始运作。他已经把它交给了保护他的盟军部队。它现在对我们的基地造成威胁。
./audio_RA2/Zofia/SovietWar/RA2_xs2so07.mp3,,,"Our tanks can be protected from the allies attacks by placing them within our new tank bunkers, commander. From inside they can shoot passing enemy units just as our conscripts garrison a building.",我们的坦克可以通过部署在我们新的坦克碉堡里来保护它们免受盟军的攻击，指挥官。他们可以在里面射击过往的敌军部队，就像我们的动员兵驻扎在建筑物中那样。
./audio_RA2/Zofia/SovietWar/RA2_xs3so01.mp3,,,This looks like an ambush. Make sure the men are ready.,这看起来像是个圈套。确保我们的部队准备万全。
./audio_RA2/Zofia/SovietWar/RA2_xs3so02.mp3,,,"Operatives have located the Psychic Beacon here. They also reported the sniper in the area. Be careful, sir.",我们的特工在此处确定了心灵信标的位置。他们还报告称此区域有狙击手存在。请小心，指挥官。
./audio_RA2/Zofia/SovietWar/RA2_xs3so03.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs3so04.mp3,,,Yuri is using innocent civilians to power his base. Destory the grinder building to limit his resources.,尤里正在利用无辜的群众为他的基地提供资源。毁掉部队回收厂来限制他的资源来源。
./audio_RA2/Zofia/SovietWar/RA2_xs3so05.mp3,,,"The Psychic Dominator is armed, commander. Destory it quickly before Yuri can use it against us.",心灵控制器已经被武装起来了，指挥官。在尤里能够利用它对抗我们之前迅速摧毁它。
./audio_RA2/Zofia/SovietWar/RA2_xs3so06.mp3,,,"The enemy is prepared for your assult, sir.",敌人已经对您的进攻有所准备，指挥官。
./audio_RA2/Zofia/SovietWar/RA2_xs3so07.mp3,,,"Watch out, commander. There is a sniper in the area.",注意，指挥官。该地区有狙击手出没。
./audio_RA2/Zofia/SovietWar/RA2_xs3so08.mp3,,,"Special agent Tanya C4 charges will be quite useful, even if she's not as skilled as Boris.",特工谭雅的C4炸弹将非常有效，即使她不像鲍里斯那样经验丰富。
./audio_RA2/Zofia/SovietWar/RA2_xs3so09.mp3,,,"Oh, sorry sir. I thought this channel was secure.",噢，抱歉指挥官。我以为这个通讯频道是加密的。（被谭雅姐听到了很尴尬hhh）
./audio_RA2/Zofia/SovietWar/RA2_xs3so10.mp3,,,"Sir, the war factory is now equipped to produce tesla tanks. Their ability to shoot over walls should help overcome Yuri's defences.",指挥官，战车工厂现在已经能够生产磁暴坦克。他们越墙射击的能力应该有助于克服尤里的防御措施。
./audio_RA2/Zofia/SovietWar/RA2_xs3so11.mp3,,,"Warning, enemy forces in your area.",警告，敌军部队出现在您的区域内。
,,./audio_RA2/Others/SovietWar/RA2_xs3ta01.mp3,"What? (laugh) Yeah, right, Boris is skilled. Ooh, look at me, I can call in an airstrike! Please...",什么？（笑）嗯，对，鲍里斯经验丰富。哦~看看我吧，我可以呼叫空袭支援！差不多得了...（谭雅姐的傲娇劲上来了hhh）
,,./audio_RA2/Others/SovietWar/RA2_xs3ta02.mp3,"Game's over, Yuri. You're about to lose.",游戏结束了，尤里。你马上要输了。
,./audio_RA2/Yuri/SovietWar/RA2_xs3yu01.mp3,,"So, you have freed the allied forces. No matter, their weak minds will not help you to defeat me.",所以，你解救了盟军部队。没关系，他们软弱的意志不会帮助你击败我的。
,./audio_RA2/Yuri/SovietWar/RA2_xs3yu02.mp3,,"My Psychic Dominator is almost armed. Give up, commander. Soon all your bases will belong to me.",我的心灵控制器几乎要武装完毕了。放弃吧，指挥官。你所有的建筑马上就要归我所有了。
,./audio_RA2/Yuri/SovietWar/RA2_xs3yu03.mp3,,No! You have sealed your fate. Everyone attack.,不！你已经决定了你的命运。全员进攻。
,./audio_RA2/Yuri/SovietWar/RA2_xs3yu04.mp3,,"Last chance, comrade. Leave the Dominator alone, or you will beg for your death.",最后一次机会，同志。别碰心灵控制器，否则你将生不如死。
,./audio_RA2/Yuri/SovietWar/RA2_xs3yu05.mp3,,"Your mind is weak, comrade. You should leave, before I grow angry.",你的意志很软弱，同志。你应当趁我还没生气之前离开。
,./audio_RA2/Yuri/SovietWar/RA2_xs3yu06.mp3,,"Welcome to the game, agent Tanya.",欢迎加入游戏，特工谭雅。
,./audio_RA2/Yuri/SovietWar/RA2_xs3yu07.mp3,,It appears all game was to much for agent Tanya.,看起来整个游戏对于特工谭雅来讲有点太过困难了（谭雅死后触发）
,,./audio_RA2/Others/SovietWar/RA2_xs4ro01.mp3,Err...Yuri is calling me.,呃啊...尤里正在呼唤我（罗曼诺夫被心控时触发）
,,./audio_RA2/Others/SovietWar/RA2_xs4ro02.mp3,These are plans for Iron Curtain. Use on our Demolition Truck to make ultimate weapon of destruction.,这些是铁幕装置的建造计划。将铁幕施加在我们的自爆卡车上来制造终极破坏性武器。
,,./audio_RA2/Others/SovietWar/RA2_xs4ro03.mp3,"I am in Yuri's base. Help me, comrade general.",我现在在尤里的基地里。救救我，将军同志。（罗曼诺夫被心控并且带回尤里基地内后触发）
,,./audio_RA2/Others/SovietWar/RA2_xs4ro04.mp3,Ah...I am myself once again.,啊...我终于再次做回自己了。
,,./audio_RA2/Others/SovietWar/RA2_xs4ro05.mp3,Get me to airport.,带我去机场。
./audio_RA2/Zofia/SovietWar/RA2_xs4so01.mp3,,,We have located Premier Romanov.,我们找到了罗曼诺夫总理的位置。
./audio_RA2/Zofia/SovietWar/RA2_xs4so02.mp3,,,"Sir, if the enemy base near the airport is still in tact, Premier Romanov's life is in danger. You must not take him any closer.",指挥官，如果机场附近的敌人基地还在，罗曼诺夫总理的生命就有危险。你不能再带他靠近了。
./audio_RA2/Zofia/SovietWar/RA2_xs4so03.mp3,,,We must get Premier Romanov to the safety of the airport.,我们必须把罗曼诺夫总理送到机场的安全地带。
./audio_RA2/Zofia/SovietWar/RA2_xs4so04.mp3,,,We believe that Premier Romanov is hiding out in the eastern part of the city. We must locate him before Yuri does.,我们相信罗曼诺夫总理正躲在城市的东部地区。我们必须在尤里之前找到他。
./audio_RA2/Zofia/SovietWar/RA2_xs4so05.mp3,,,"Excellent, comrade general. The airport's air defences have been neutralized. We can now safely evacuate Premier Romanov.",很好，将军同志。机场的防空设施已经被解除了。我们现在可以安全疏散罗曼诺夫总理了。
./audio_RA2/Zofia/SovietWar/RA2_xs4so06.mp3,,,"Sir, the premier has been captured by one of Yuri's clones. We must rescue him immediately.",长官，总理已经被一个尤里复制人控制了。我们必须立刻营救他。
,./audio_RA2/Yuri/SovietWar/RA2_xs4yu01.mp3,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs4yu02.mp3,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs4yu03.mp3,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs4yu04.mp3,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs4yu05.mp3,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so01.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so02.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so03.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so04.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so05.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so06.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so07.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so08.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so09.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so10.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so11.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so12.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so13.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs5so14.mp3,,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs5yu01.mp3,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs5yu02.mp3,,,
./audio_RA2/Zofia/SovietWar/RA2_xs6so01.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs6so02.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs6so03.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs6so04.mp3,,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs6yu01.mp3,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs6yu02.mp3,,,
./audio_RA2/Zofia/SovietWar/RA2_xs7so01.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs7so02.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs7so03.mp3,,,,
./audio_RA2/Zofia/SovietWar/RA2_xs7so04.mp3,,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs7yu01.mp3,,,
,./audio_RA2/Yuri/SovietWar/RA2_xs7yu02.mp3,,,
